1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27
Schluessel;Straftat;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt maennlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - maennlich;Erwachsene ab 21 Jahre - weiblich;Erwachsene ab 60 Jahre insgesamt;Erwachsene ab 60 Jahre - maennlich;Erwachsene ab 60 Jahre - weiblich;Erwachsene 60 bis unter 65 Jahre - insgesamt;Erwachsene 60 bis unter 65 Jahre - maennlich;Erwachsene 60 bis unter 65 Jahre - weiblich;Erwachsene 65 bis unter 70 Jahre - insgesamt;Erwachsene 65 bis unter 70 Jahre - maennlich;Erwachsene 65 bis unter 70 Jahre - weiblich;Erwachsene 70 bis unter 75 Jahre - insgesamt;Erwachsene 70 bis unter 75 Jahre - maennlich;Erwachsene 70 bis unter 75 Jahre - weiblich;Erwachsene 75 bis unter 80 Jahre - insgesamt;Erwachsene 75 bis unter 80 Jahre - maennlich;Erwachsene 75 bis unter 80 Jahre - weiblich;Erwachsene 80 Jahre und aelter;Erwachsene 80 Jahre und aelter - maennlich;Erwachsene 80 Jahre und aelter - weiblich
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;insg.;52,110;41,527;10,583;50,899;40,667;10,232;436;397;39;399;372;27;23;15;8;9;7;2;2;2;0;3;1;2
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;voll.;35,134;27,622;7,512;34,265;27,049;7,216;296;262;34;259;237;22;18;11;7;9;7;2;4;3;1;6;4;2
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;insg.;35,134;27,622;7,512;34,265;27,049;7,216;296;262;34;259;237;22;18;11;7;9;7;2;4;3;1;6;4;2
641000;(Vorsätzliche) Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306c, 306f Abs. 1 und 2 StGB;voll.;2;1;1;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0
641000;(Vorsätzliche) Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306c, 306f Abs. 1 und 2 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
641000;(Vorsätzliche) Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306c, 306f Abs. 1 und 2 StGB;insg.;2;1;1;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0
641040;Brandstiftung mit Todesfolge;voll.;2;1;1;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0
641040;Brandstiftung mit Todesfolge;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
641040;Brandstiftung mit Todesfolge;insg.;2;1;1;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0
655100;Körperverletzung im Amt § 340 StGB;voll.;2,164;1,698;466;1,703;1,328;375;175;126;49;86;64;22;42;32;10;24;15;9;18;13;5;5;2;3
655100;Körperverletzung im Amt § 340 StGB;vers.;48;36;12;41;31;10;3;3;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0
655100;Körperverletzung im Amt § 340 StGB;insg.;2,212;1,734;478;1,744;1,359;385;178;129;49;87;65;22;44;34;10;24;15;9;18;13;5;5;2;3
670021;Aussetzung;voll.;93;52;41;56;30;26;28;14;14;2;2;0;6;3;3;3;0;3;5;2;3;12;7;5
670021;Aussetzung;vers.;5;2;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
670021;Aussetzung;insg.;98;54;44;59;31;28;28;14;14;2;2;0;6;3;3;3;0;3;5;2;3;12;7;5
725400;Einschleusen mit Todesfolge, gewerbs- und bandenmäßiges Einschleusen von Ausländern § 97 Aufenthaltsgesetz;voll.;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725400;Einschleusen mit Todesfolge, gewerbs- und bandenmäßiges Einschleusen von Ausländern § 97 Aufenthaltsgesetz;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725400;Einschleusen mit Todesfolge, gewerbs- und bandenmäßiges Einschleusen von Ausländern § 97 Aufenthaltsgesetz;insg.;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725410;Einschleusen mit Todesfolge § 97 Abs. 1 Aufenthaltsgesetz;voll.;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725410;Einschleusen mit Todesfolge § 97 Abs. 1 Aufenthaltsgesetz;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725410;Einschleusen mit Todesfolge § 97 Abs. 1 Aufenthaltsgesetz;insg.;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
734600;Leichtfertige Verursachung des Todes eines Anderen durch Abgabe pp. von Betäubungsmitteln § 30 Abs. 1 Nr. 3 BtMG;voll.;36;25;11;28;20;8;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
734600;Leichtfertige Verursachung des Todes eines Anderen durch Abgabe pp. von Betäubungsmitteln § 30 Abs. 1 Nr. 3 BtMG;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
734600;Leichtfertige Verursachung des Todes eines Anderen durch Abgabe pp. von Betäubungsmitteln § 30 Abs. 1 Nr. 3 BtMG;insg.;36;25;11;28;20;8;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
892000;Gewaltkriminalität;voll.;159,852;109,655;50,197;115,565;79,570;35,995;9,491;5,747;3,744;3,632;2,456;1,176;1,943;1,300;643;1,306;796;510;880;467;413;1,730;728;1,002
892000;Gewaltkriminalität;vers.;35,516;24,401;11,115;28,329;19,425;8,904;3,081;1,858;1,223;1,267;838;429;655;395;260;429;248;181;295;160;135;435;217;218
892000;Gewaltkriminalität;insg.;195,368;134,056;61,312;143,894;98,995;44,899;12,572;7,605;4,967;4,899;3,294;1,605;2,598;1,695;903;1,735;1,044;691;1,175;627;548;2,165;945;1,220
892500;Mord, Totschlag und Tötung auf Verlangen;voll.;621;310;311;512;255;257;200;77;123;31;14;17;29;17;12;21;10;11;33;10;23;86;26;60
892500;Mord, Totschlag und Tötung auf Verlangen;vers.;2,015;1,480;535;1,717;1,253;464;233;138;95;72;54;18;48;30;18;38;21;17;20;8;12;55;25;30
892500;Mord, Totschlag und Tötung auf Verlangen;insg.;2,636;1,790;846;2,229;1,508;721;433;215;218;103;68;35;77;47;30;59;31;28;53;18;35;141;51;90
